is_canceled,lead_time,arrival_date_month,meal,market_segment,distribution_channel,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,length_stay,number_guest,change_room_type
0,103,September,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,83.7,1,1,14,2.0,0
0,356,September,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Contract,91.77,0,0,14,2.0,0
0,5,September,BB,Online TA,TA/TO,H,H,0,No Deposit,0,Transient,0.0,0,0,0,3.0,0
0,40,September,HB,Direct,Direct,A,A,0,No Deposit,0,Transient,128.0,0,1,2,2.0,0
1,116,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,98.0,0,3,2,2.0,0
0,74,September,BB,Online TA,TA/TO,A,A,2,No Deposit,0,Transient,71.69,0,1,3,2.0,0
0,25,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,114.5,0,1,4,2.0,0
1,32,September,HB,Offline TA/TO,Direct,A,A,1,No Deposit,0,Transient,149.0,0,0,1,2.0,0
1,12,September,BB,Online TA,TA/TO,C,C,0,No Deposit,0,Transient,123.0,0,1,1,2.0,0
1,26,September,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,117.8,0,1,5,2.0,0
1,73,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,98.0,0,1,5,2.0,0
1,26,September,BB,Online TA,TA/TO,F,F,0,No Deposit,0,Transient,198.0,0,2,5,3.0,0
1,27,September,BB,Offline TA/TO,TA/TO,C,C,0,No Deposit,0,Contract,124.8,0,0,5,2.0,0
0,110,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,98.0,1,0,5,2.0,0
1,75,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,89.0,0,0,5,1.0,0
0,61,September,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,128.0,0,0,6,2.0,0
1,60,September,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,146.0,0,0,6,2.0,0
1,61,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,131.0,0,3,6,2.0,0
0,57,September,BB,Direct,Direct,A,A,1,No Deposit,0,Transient,98.0,0,0,6,2.0,0
0,61,September,BB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,161.0,0,3,6,3.0,0
0,47,September,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Contract,79.5,0,0,6,2.0,0
0,30,September,BB,Online TA,TA/TO,A,E,0,No Deposit,0,Transient,126.29,1,2,7,2.0,1
0,59,September,HB,Offline TA/TO,TA/TO,D,D,1,No Deposit,0,Transient,105.5,0,0,7,2.0,0
0,78,September,HB,Direct,Direct,H,H,0,No Deposit,0,Transient,208.14,1,1,7,3.0,0
1,142,September,BB,Direct,Direct,D,D,0,No Deposit,0,Transient,103.85,0,1,7,2.0,0
0,94,September,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient,79.5,0,0,7,2.0,0
0,69,September,BB,Online TA,TA/TO,D,G,1,No Deposit,0,Transient,113.0,1,3,7,3.0,1
0,78,September,HB,Direct,Direct,F,F,0,No Deposit,0,Transient,163.0,1,0,7,2.0,0
0,115,September,HB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Contract,107.5,0,0,7,2.0,0
0,128,September,BB,Offline TA/TO,TA/TO,E,E,0,No Deposit,0,Transient,97.5,0,0,7,2.0,0
1,90,September,BB,Direct,Direct,D,D,0,No Deposit,0,Transient,113.0,0,1,8,2.0,0
0,328,September,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient,66.15,0,1,10,2.0,0
1,136,September,HB,Offline TA/TO,TA/TO,E,E,0,No Deposit,0,Contract,99.8,0,0,7,1.0,0
0,143,September,HB,Offline TA/TO,TA/TO,E,E,0,No Deposit,0,Contract,111.96,0,0,10,2.0,0
0,90,September,BB,Online TA,TA/TO,G,G,0,No Deposit,0,Transient,139.18,0,0,11,4.0,0
0,144,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,83.15,0,1,14,2.0,0
1,336,September,BB,Direct,Direct,A,A,0,No Deposit,0,Group,0.0,0,0,3,50.0,0
0,90,September,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient,77.6,0,0,4,2.0,0
0,35,September,HB,Online TA,TA/TO,A,C,0,No Deposit,0,Transient,144.9,0,2,4,2.0,1
0,4,September,HB,Direct,Direct,A,C,1,No Deposit,0,Transient,161.0,0,0,5,2.0,1
1,55,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,131.0,0,1,5,2.0,0
0,0,September,BB,Direct,Direct,E,E,3,No Deposit,0,Transient,131.0,0,0,5,2.0,0
0,2,September,HB,Online TA,TA/TO,A,A,2,No Deposit,0,Transient,188.0,0,2,5,3.0,0
0,112,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,64.29,0,0,6,2.0,0
1,105,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,98.0,0,0,6,2.0,0
1,109,September,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,123.0,0,0,6,2.0,0
1,40,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,117.29,0,2,7,1.0,0
1,75,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,98.0,0,2,7,2.0,0
0,30,September,SC,Online TA,TA/TO,A,I,17,No Deposit,0,Transient,0.0,0,1,46,2.0,1
1,144,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,75.96,0,0,10,2.0,0
0,248,September,HB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,83.5,0,1,10,2.0,0
0,0,September,BB,Direct,Direct,A,C,1,No Deposit,0,Transient,131.0,0,0,2,2.0,1
1,302,September,BB,Direct,TA/TO,A,A,0,No Deposit,0,Transient,84.47,0,0,3,2.0,0
1,302,September,BB,Direct,TA/TO,A,A,0,No Deposit,0,Transient,84.47,0,0,3,2.0,0
1,302,September,BB,Direct,TA/TO,A,A,1,No Deposit,0,Transient,84.47,0,0,3,2.0,0
1,61,September,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,156.0,0,0,4,2.0,0
1,12,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,98.0,0,1,4,2.0,0
1,47,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,117.9,0,2,4,2.0,0
0,11,September,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,98.0,0,1,4,2.0,0
0,117,September,HB,Offline TA/TO,TA/TO,D,C,0,No Deposit,0,Contract,101.53,0,0,7,2.0,1
0,160,September,HB,Offline TA/TO,TA/TO,D,C,0,No Deposit,0,Contract,97.54,0,0,7,2.0,1
0,175,September,HB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,91.5,0,0,7,2.0,0
0,71,September,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,113.0,0,0,8,2.0,0
1,344,September,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,58.95,0,0,14,2.0,0
0,12,September,BB,Direct,Direct,F,G,0,No Deposit,0,Transient,133.0,1,0,7,2.0,1
0,382,September,BB,Offline TA/TO,TA/TO,E,E,0,No Deposit,0,Contract,76.5,0,0,14,2.0,0
1,0,September,BB,Direct,Direct,A,F,0,No Deposit,0,Transient,146.0,0,2,1,1.0,1
0,0,September,BB,Direct,Direct,F,F,0,No Deposit,0,Transient,146.0,1,0,1,2.0,0
0,28,September,BB,Corporate,Corporate,A,A,0,No Deposit,0,Transient,80.0,0,0,1,1.0,0
0,58,September,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,68.5,0,0,1,2.0,0
1,0,September,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,146.0,0,2,1,2.0,0
1,20,September,BB,Offline TA/TO,TA/TO,E,E,0,No Deposit,0,Contract,124.8,0,0,2,2.0,0
0,48,September,BB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,131.0,0,2,2,2.0,0
0,2,September,BB,Online TA,TA/TO,A,D,0,No Deposit,0,Transient,146.0,1,0,3,2.0,1
0,0,September,BB,Corporate,Direct,A,A,0,No Deposit,0,Transient,134.0,0,0,1,1.0,0
0,137,September,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,86.69,1,2,3,1.0,0
1,1,September,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,124.4,0,0,5,2.0,0
0,130,September,BB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,65.7,0,2,6,1.0,0
0,130,September,BB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,77.7,1,2,6,1.0,0
0,118,September,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Contract,59.0,0,1,7,2.0,0
0,146,September,HB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,76.5,0,0,7,2.0,0
1,159,September,BB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient-Party,82.0,0,2,9,3.0,0
1,78,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,92.67,0,1,9,2.0,0
1,159,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient-Party,82.0,0,1,9,2.0,0
0,49,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,115.4,0,2,5,1.0,0
0,1,September,HB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,158.4,0,0,5,2.0,0
0,31,September,BB,Online TA,TA/TO,A,C,0,No Deposit,0,Transient,108.0,0,1,3,2.0,1
1,114,September,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,87.05,0,1,4,2.0,0
0,170,September,BB,Offline TA/TO,TA/TO,D,E,0,No Deposit,0,Contract,70.98,0,0,4,2.0,1
1,27,September,BB,Direct,Direct,E,E,0,No Deposit,0,Transient,119.7,0,1,4,2.0,0
0,166,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,73.8,0,2,4,2.0,0
1,114,September,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,87.05,0,1,4,2.0,0
1,114,September,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,87.05,0,0,4,2.0,0
0,108,September,BB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,82.44,0,1,5,2.0,0
0,82,September,HB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,153.0,0,1,5,2.0,0
0,113,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,57.54,0,0,7,2.0,0
1,94,September,BB,Direct,Direct,F,F,0,No Deposit,0,Transient,120.43,0,0,7,2.0,0
0,0,September,BB,Online TA,TA/TO,A,C,0,No Deposit,0,Transient,131.0,1,2,1,2.0,1
0,3,September,BB,Complementary,Direct,C,H,0,No Deposit,0,Transient,0.0,0,0,1,1.0,1
0,12,September,BB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,75.46,0,1,2,3.0,0
1,132,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Group,82.0,0,2,2,2.0,0
0,12,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,75.46,0,2,2,3.0,0
1,56,September,BB,Online TA,TA/TO,H,H,0,No Deposit,0,Transient,208.0,0,2,3,4.0,0
0,140,September,HB,Offline TA/TO,TA/TO,A,A,1,No Deposit,0,Transient,106.25,0,1,7,3.0,0
1,147,September,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Contract,70.48,0,0,7,2.0,0
0,140,September,HB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,85.0,0,0,7,2.0,0
0,97,September,HB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,83.5,0,0,7,2.0,0
0,160,September,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Contract,48.88,0,0,7,2.0,0
0,91,September,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient,73.5,0,1,7,2.0,0
0,111,September,HB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Contract,101.5,0,0,9,2.0,0
1,80,September,BB,Direct,Direct,F,F,0,No Deposit,0,Transient,133.0,0,1,4,1.0,0
1,114,September,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,87.05,0,1,4,2.0,0
0,90,September,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,118.2,1,1,10,2.0,0
0,338,September,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Contract,66.15,0,1,10,2.0,0
0,167,September,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Contract,50.15,0,2,14,2.0,0
0,2,September,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,112.42,0,1,1,1.0,0
0,0,September,BB,Direct,Direct,A,C,0,No Deposit,0,Transient,131.0,1,0,1,2.0,1
0,73,September,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,68.5,0,0,1,2.0,0
0,0,September,BB,Offline TA/TO,TA/TO,A,C,0,No Deposit,0,Transient,104.8,0,0,1,2.0,1
0,63,September,BB,Online TA,TA/TO,A,D,0,No Deposit,0,Transient,117.9,0,3,1,2.0,1
0,3,September,BB,Corporate,Direct,A,D,0,No Deposit,0,Transient,134.0,0,0,1,1.0,1
0,8,September,BB,Direct,Direct,D,D,0,No Deposit,0,Transient,113.0,0,0,2,2.0,0
0,1,September,BB,Online TA,TA/TO,A,D,0,No Deposit,0,Transient,138.5,0,0,2,2.0,1
0,70,September,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,146.0,1,0,2,2.0,0
0,4,September,BB,Direct,Direct,D,D,0,No Deposit,0,Transient,133.0,1,0,2,2.0,0
0,157,September,BB,Online TA,TA/TO,G,F,0,No Deposit,0,Transient,153.0,0,1,3,3.0,1
0,1,September,BB,Online TA,TA/TO,H,H,0,No Deposit,0,Group,131.0,1,0,3,4.0,0
0,1,September,BB,Online TA,TA/TO,D,F,0,No Deposit,0,Transient,135.0,1,1,3,2.0,1
0,8,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,111.2,0,2,5,2.0,0
0,102,September,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Contract,57.5,0,0,7,2.0,0
1,310,September,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Contract,58.95,0,0,7,2.0,0
0,11,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,77.11,0,0,7,2.0,0
1,148,September,HB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Contract,97.99,0,0,7,2.0,0
0,165,September,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Contract,51.75,0,0,10,2.0,0
1,101,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,89.0,0,1,1,1.0,0
1,101,September,BB,Online TA,TA/TO,G,G,0,No Deposit,0,Transient,153.0,0,1,1,4.0,0
0,9,September,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,141.5,1,2,4,2.0,0
1,172,September,BB,Groups,TA/TO,A,A,0,No Deposit,0,Transient-Party,36.0,0,0,4,2.0,0
1,171,September,BB,Online TA,TA/TO,A,A,2,No Deposit,0,Transient,59.13,0,1,4,1.0,0
0,143,September,BB,Online TA,TA/TO,A,D,0,No Deposit,0,Transient,66.6,0,1,6,2.0,1
1,145,September,HB,Online TA,TA/TO,D,D,2,No Deposit,0,Transient,129.0,0,2,6,2.0,0
1,121,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,82.0,0,2,6,2.0,0
0,0,September,HB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,58.05,0,0,7,1.0,0
0,96,September,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,95.86,0,0,7,2.0,0
0,136,September,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,68.45,0,1,7,2.0,0
1,340,September,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Group,0.0,0,0,7,26.0,0
0,2,September,BB,Direct,Direct,E,F,0,No Deposit,0,Transient,131.14,0,0,7,2.0,1
0,170,September,HB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Contract,72.25,0,0,18,2.0,0
0,149,September,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,53.1,0,0,7,2.0,0
0,0,September,BB,Direct,Direct,A,E,0,No Deposit,0,Transient,123.0,0,0,1,2.0,1
1,127,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,110.7,0,0,2,2.0,0
1,149,September,BB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,73.8,0,1,3,2.0,0
0,19,September,HB,Online TA,TA/TO,A,C,0,No Deposit,0,Transient,127.75,0,1,4,2.0,1
1,12,September,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,110.75,0,0,4,2.0,0
1,178,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient-Party,91.0,0,1,4,2.0,0
0,12,September,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,122.75,1,1,4,2.0,0
1,178,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient-Party,91.0,0,1,4,2.0,0
0,26,September,BB,Direct,Direct,E,F,0,No Deposit,0,Transient,132.6,1,2,5,2.0,1
0,2,September,BB,Direct,Direct,C,C,0,No Deposit,0,Transient,124.0,1,0,5,2.0,0
1,10,September,BB,Direct,Direct,F,F,0,No Deposit,0,Transient,138.6,0,0,5,2.0,0
1,120,September,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,107.0,0,2,5,2.0,0
1,123,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,70.2,0,1,6,2.0,0
0,137,September,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Contract,66.15,0,1,7,2.0,0
0,104,September,BB,Offline TA/TO,TA/TO,E,E,0,No Deposit,0,Transient,93.21,0,0,7,2.0,0
0,172,September,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Contract,53.1,0,1,8,2.0,0
0,305,September,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Group,53.1,0,2,11,2.0,0
0,83,September,BB,Direct,Direct,E,E,0,No Deposit,0,Transient,105.0,0,1,12,3.0,0
0,173,September,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Contract,66.15,0,0,12,2.0,0
1,94,September,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient,79.5,0,0,14,2.0,0
0,118,September,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Contract,73.5,0,0,14,2.0,0
0,156,September,BB,Online TA,TA/TO,A,G,0,No Deposit,0,Transient,58.5,1,0,2,1.0,1
0,21,September,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,132.0,1,2,3,2.0,0
1,17,September,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,120.0,0,2,3,2.0,0
0,128,September,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient,73.5,1,1,5,2.0,0
0,34,September,HB,Online TA,TA/TO,A,E,2,No Deposit,0,Transient,212.83,1,2,5,2.0,1
0,19,September,HB,Offline TA/TO,TA/TO,C,C,0,No Deposit,0,Transient,120.08,0,2,5,2.0,0
1,108,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,77.2,0,0,5,2.0,0
0,25,September,HB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,160.8,0,2,5,2.0,0
0,107,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,76.67,0,1,6,2.0,0
0,11,September,BB,Direct,Direct,A,D,0,No Deposit,0,Transient,100.5,0,1,6,2.0,1
1,94,September,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,89.0,0,0,6,2.0,0
0,83,September,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,95.0,0,1,8,2.0,0
0,84,September,HB,Online TA,TA/TO,E,E,1,No Deposit,0,Transient,103.51,1,0,14,2.0,0
0,135,September,HB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Contract,82.0,0,0,28,2.0,0
0,11,September,BB,Online TA,TA/TO,H,H,0,No Deposit,0,Transient,160.0,0,0,3,4.0,0
0,5,September,BB,Direct,Direct,D,G,0,No Deposit,0,Transient,146.0,0,0,1,2.0,1
1,175,September,BB,Groups,TA/TO,A,A,1,No Deposit,0,Transient-Party,0.0,0,0,4,1.0,0
1,105,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,68.4,0,0,4,2.0,0
0,99,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,55.79,0,0,5,2.0,0
1,81,September,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,103.8,0,1,5,2.0,0
0,152,September,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,99.0,0,0,6,2.0,0
1,103,September,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,122.14,0,0,7,2.0,0
1,96,September,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,90.14,0,0,7,2.0,0
1,81,September,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,103.8,0,1,5,2.0,0
0,124,September,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient,73.5,0,1,9,2.0,0
0,354,September,BB,Offline TA/TO,TA/TO,A,E,1,No Deposit,0,Contract,68.88,0,0,14,2.0,1
1,116,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,74.53,0,0,15,2.0,0
0,119,September,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient,71.66,0,0,14,2.0,0
0,1,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,74.0,0,1,1,2.0,0
0,0,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,74.0,0,1,1,2.0,0
0,5,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,66.6,1,2,1,2.0,0
0,0,September,BB,Direct,Direct,C,C,0,No Deposit,0,Transient,8.0,1,0,1,2.0,0
0,46,September,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,62.0,0,0,1,2.0,0
0,0,September,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,79.0,1,1,1,2.0,0
0,0,September,BB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,65.0,0,0,1,1.0,0
0,0,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,58.5,0,1,1,1.0,0
0,6,September,BB,Corporate,Corporate,A,A,1,No Deposit,0,Transient,55.0,0,0,2,1.0,0
0,44,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,74.0,0,2,2,2.0,0
0,42,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,86.0,1,1,3,2.0,0
1,64,September,BB,Online TA,TA/TO,G,G,0,No Deposit,0,Transient,129.0,0,1,3,4.0,0
0,65,September,HB,Direct,Direct,E,E,0,No Deposit,0,Transient,129.0,0,2,3,2.0,0
0,93,September,BB,Online TA,TA/TO,G,G,0,No Deposit,0,Transient,129.0,1,1,3,4.0,0
0,72,September,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,83.0,0,0,3,2.0,0
0,42,September,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,74.0,0,0,3,2.0,0
1,65,September,BB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,77.75,0,1,4,2.0,0
1,121,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,74.0,0,0,4,2.0,0
0,104,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,66.6,0,0,5,2.0,0
0,1,September,BB,Online TA,TA/TO,H,H,0,No Deposit,0,Transient,150.25,0,0,4,2.0,0
0,56,September,BB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,92.0,1,2,5,2.0,0
0,114,September,HB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Contract,85.5,0,0,7,2.0,0
0,85,September,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient,71.2,0,1,7,2.0,0
1,65,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,81.5,0,1,6,2.0,0
0,85,September,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient,71.2,0,1,7,2.0,0
1,95,September,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,89.0,0,0,14,2.0,0
1,97,September,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,89.0,0,1,7,2.0,0
1,97,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,66.6,0,1,7,2.0,0
0,6,September,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Contract,71.2,1,0,1,2.0,0
0,78,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,66.6,1,2,2,2.0,0
0,1,September,BB,Online TA,TA/TO,A,C,0,No Deposit,0,Transient,0.0,0,2,0,2.0,1
0,50,September,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,111.0,1,2,1,2.0,0
0,0,September,BB,Direct,Direct,H,H,1,No Deposit,0,Transient,106.2,1,0,1,2.0,0
1,105,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,83.0,0,0,2,2.0,0
0,110,September,BB,Direct,Direct,A,A,1,No Deposit,0,Transient-Party,65.0,0,0,4,1.0,0
0,110,September,BB,Direct,Direct,A,A,1,No Deposit,0,Transient-Party,65.0,0,0,4,1.0,0
0,110,September,BB,Direct,Direct,A,A,1,No Deposit,0,Transient-Party,65.0,0,0,4,1.0,0
0,110,September,BB,Direct,Direct,A,A,1,No Deposit,0,Transient-Party,65.0,0,0,4,1.0,0
0,110,September,BB,Direct,Direct,A,A,1,No Deposit,0,Transient-Party,65.0,0,0,4,1.0,0
0,138,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,74.0,0,2,5,2.0,0
1,89,September,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,89.0,0,2,5,2.0,0
1,62,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,83.0,0,0,5,2.0,0
0,110,September,BB,Direct,Direct,A,A,1,No Deposit,0,Transient-Party,65.0,0,0,4,1.0,0
0,110,September,BB,Direct,Direct,A,A,0,No Deposit,0,Transient-Party,74.0,0,0,4,1.0,0
1,76,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,84.71,0,1,7,2.0,0
0,87,September,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,59.2,0,0,7,2.0,0
1,35,September,BB,Online TA,TA/TO,C,C,0,No Deposit,0,Transient,114.0,0,0,7,2.0,0
0,104,September,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Contract,73.5,0,0,7,2.0,0
0,66,September,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,109.71,0,2,7,2.0,0
0,34,September,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,90.43,0,0,7,2.0,0
0,131,September,BB,Offline TA/TO,TA/TO,E,E,0,No Deposit,0,Contract,80.63,0,0,14,2.0,0
0,167,September,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Contract,45.9,0,1,14,2.0,0
0,7,September,BB,Direct,Direct,F,F,0,No Deposit,0,Transient,120.0,1,1,2,2.0,0
0,7,September,BB,Direct,Direct,F,F,0,No Deposit,0,Transient,114.0,0,1,2,2.0,0
0,71,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,81.6,1,1,3,2.0,0
1,101,September,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,83.0,0,0,3,2.0,0
